GeneID	GSM4318505	GSM4318506	GSM4318507	GSM4318508	GSM4318509	GSM4318510
25920	83.42	102	75.3	81.89	79.96	84.48
54863	0.1816	0.2052	0.2442	0.2889	0.1253	0.2427
441478	1.506	1.197	8.403	6.489	7.52	6.132
54932	0	0	0.03823	0.0573	0.03728	0.07644
10811	0	0	0	0	0	0
377841	0	0	0	0	0	0
26012	3.3	4.828	5.747	6.092	5.549	6.009
102466223	1.035	0	0.8787	0	0	0
375775	1.043	1.271	0.8486	1.091	1.004	0.9908
64975	78.74	109.4	109.6	108	96.76	107.3
92715	13.7	18.47	14.63	14.04	15.44	14.15
116225	44.96	53.58	47.97	45.19	45.1	44.39
92714	15.28	23.38	16.63	18.55	18.12	18.34
85026	22.67	34.26	20.75	17.29	19.75	17.88
79813	11.8	15.74	10.08	11.22	11.63	11.47
651337	0.3477	0.768	0.2779	0.3037	0.7409	0.2315
693187	0	1.344	1.094	0	0	0
100133077	0	0	0.03327	0	0	0
774	0	0.02017	0.005474	0.01367	0.01334	0
105376331	0	0	0	0	0	0
101928786	0	0.02172	0	0	0	0
643224	0.02373	0.02475	0.08061	0.0755	0.02456	0.04477
101928932	0	0	0	0	0	0
107987145	0	0	0	0	0	0
100132403	1.796	2.212	1.104	1.306	1.753	1.194
112267861	2.829	3.209	1.441	1.688	2.123	1.701
105376333	3.547	4.043	2.391	2.754	2.839	2.518
105376332	0.0346	0	0.02939	0	0.03582	0.03264
105379525	0.302	0.945	0.2565	0.3203	0.3126	0.5698
102724727	0.4261	0.4444	0.3101	0.3873	0.252	0.4593
107987370	0	0	0	0	0	0
107987372	0.07669	0.08	0.1303	0.08134	0	0.07235
102724813	0.1847	0.3082	0.4391	0.4309	0.344	0.3484
102723376	0	0	0	0	0	0
347688	0.05571	0.02905	0.07097	0.05908	0.05766	0.07883
10771	22.17	19.48	21.1	18.79	20.09	17.89
107984190	8.258	10.67	8.349	7.716	6.512	7.234
107984191	0	0	0.06667	0	0	0
22982	2.399	1.835	1.831	1.707	2.084	1.976
105376340	0.06152	0.06417	0	0	0	0.05803
101930421	0	0	0.1239	0.03867	0.07548	0.1032
100847086	0	0	0	0	0	0
414235	0.04437	0	0.03768	0	0.009184	0.02511
23185	16.61	16.46	16.57	18.13	18.82	17.85
101927762	0.3102	0.6471	0.6585	0.6579	0	0.2926
107984285	1.286	1.257	0.3989	0.7797	1.014	0.5586
105376341	0.1859	0.07456	0.1093	0.04549	0.2072	0.1753
23560	87.64	80.41	104.7	94.85	97.99	86.95
91734	7.261	4.224	6.602	5.282	6.407	5.181
55853	16.54	15.24	31.42	31.39	31.64	29.66
3422	45.45	40.42	90.27	79.14	78.62	77.15
22884	15.92	14.3	12.58	13.17	14.64	13.11
105376344	0	0	0	0	0	0
399706	0	0	0	0	0	0
105	0.07448	0.1088	0.08855	0.03949	0.05396	0.09836
105376342	0.05778	0.04018	0.1472	0.1634	0.1794	0.1817
642394	0.1454	0.07585	0.06175	0.1542	0.1505	0
105376345	0	0	0	0	0	0
105376346	0	0	0	0	0	0
282980	0.0903	0.0314	0	0	0.03115	0.02839
102465944	0	0	0	0	0	0
105376348	0	0	0	0	0	0
107984168	0	0	0	0	0	0
399708	0	0	0	0	0	0
105376349	0	0	0	0	0	0
105376351	0	0	0	0	0	0
107983989	0	0	0	0	0	0
105376350	0	0	0	0	0	0
105376352	0	0	0	0	0	0.02456
101927824	1.525	1.806	0.8122	0.9046	0.856	0.5852
5214	142.4	167.7	160.2	177.3	177.5	178.5
106633806	3.561	6.077	6.597	16.13	11.06	8.244
10531	52.4	59.01	46.64	51.78	53.6	52.11
100507034	8.765	10.14	7.838	8.77	9.232	8.531
105376354	0	0	0	0	0	0
105376353	0	0	0	0	0	0
107987146	0	0	0	0	0	0
105376356	0	0	0	0	0	0
105376360	0	0	0	0	0	0
105376358	0	0	0	0	0	0
105376357	0	0	0	0	0	0
101927880	0	0	0	0	0	0
107984192	0	0	0	0	0	0.01535
107984193	0	0	0	0	0	0
105376361	0	0	0	0	0	0.01202
105376363	0	0	0	0	0	0
1316	10.93	14.7	6.427	8.414	7.749	9.068
105376364	0	0	0	0.02975	0	0
105376365	0	0	0	0	0	0
101927904	0	0	0	0	0	0
105376367	0.09126	0.06346	0.02583	0	0.09445	0.02869
102464829	0	0	0	0	0	0
107984195	0	0	0	0	0	0
101927964	0	0	0	0	0	0
107984196	0	0	0	0	0	0
105376368	0	0	0	0	0	0
100652988	0	0	0	0	0	0
105376369	0	0	0	0	0	0
105376370	0	0	0	0	0	0
105376371	0	0	0	0	0	0
105376372	0	0	0	0	0	0
100507059	0	0	0	0	0.02515	0
100216001	0	0	0	0	0	0
338588	0	0	0	0	0	0
105376373	0	0	0	0	0	0
105376375	0	0	0	0	0	0
107984197	0	0	0	0	0	0
105376374	0	0	0	0	0	0
83592	3.734	4.773	2.578	2.714	2.546	2.853
389932	0.3615	0.09426	0.2686	0.1438	0.09352	0.04262
1645	0.8393	0.9459	0.9913	0.9924	1.208	0.8008
1646	0.4708	0.6495	0.4901	0.6604	0.5816	0.5014
101928051	0.51	0.4655	0.7039	0.879	0.3299	0.842
107984198	0.05568	0.02904	0.04729	0	0.02882	0.05253
8644	1.82	1.22	1.408	1.551	1.884	1.533
340811	0.05785	0.03017	0.04913	0.06136	0.05988	0.02729
1109	0.05295	0.05523	0.04497	0.1123	0.2192	0.0999
110806285	0.08576	0.984	0.3642	0.09095	0	0.6472
114131	0	0.05297	0	0	0	0
79861	2.112	2.02	1.614	1.157	1.093	1.428
10276	24.13	25.77	21.26	21.52	22.19	21.47
51806	0	0	0	0	0	0
100132159	0	0	0	0	0	0
810	0	0	0	0	0	0
107984169	0	0	0	0	0	0
105376380	0	0	0	0	0	0
105376381	0	0	0	0	0	0
105376382	0	0	0	0	0	0
105376383	0	0	0	0	0	0
102723629	0	0	0	0	0	0
107984199	0	0	0	0	0.0333	0
79754	22.9	21.34	13.77	13.33	15.15	13.36
54906	17.87	14.61	21.99	17.04	20.39	15.02
2665	215.4	186.7	213.2	197.1	215.5	181.4
100189342	0	0	0	0	0.8949	0
54522	10.59	12.91	10.07	10.23	10.96	9.642
84893	26.45	31.84	25.48	26.75	28.74	25.84
105376384	5.021	5.819	5.843	5.807	4.683	5.672
3601	1.166	1.112	1.571	1.838	1.362	1.713
107984200	0.2249	0.2346	0.3103	0.4174	0.2327	0.3845
3559	0.3334	0.2251	9.328	13.94	9.358	13.21
107984201	0.1054	0.06599	0.985	1.208	1.091	1.154
84991	69.18	77.08	74.2	71.58	71.41	68.76
101928080	0.07745	0	0	0.2464	0.2405	0.1461
5209	23.56	26.55	27.58	33.3	37.62	35.17
100422989	0	0	0	0	0	0.7261
100628560	0	0	0	0	0	1.063
399715	0.08509	0.1775	0.1987	0.04512	0.02202	0.1204
399716	0.01807	0.07539	0.06138	0.01916	0.05611	0.01705
5588	34.18	35.85	20.81	20.09	23.63	18.9
107984202	0.2522	0.06577	0.1071	0.1338	0	0.1784
439949	40.26	37.14	27.22	25.34	27.08	22.67
101928150	0.291	0.1708	0.3398	0.2701	0.3389	0.3947
108570035	0	0	0	0	0	0
100652997	0	0	0	0	0	0
100507127	0	0	0	0.02181	0.02128	0
107984203	0	0.02189	0.01782	0	0	0
105376387	0.1187	0.08256	0.1512	0.08394	0.06144	0.09333
105376386	0	0	0	0	0	0
57713	8.684	11.33	6.828	9.521	8.806	8.911
106635547	2.405	1.254	1.021	0	0.6222	0.5671
105376388	0	0	0	0.02007	0	0
105376390	0	0	0	0	0	0
105376391	0	0	0	0	0	0
80760	0.00798	0	0.006777	0.008463	0.008259	0
3698	0.08025	0.1674	0.2897	0.1489	0.1869	0.2839
22944	4.896	4.521	5.316	4.635	4.784	4
509	455.5	386.9	417.4	378.4	381.4	383.4
105376392	55.06	43.58	51.01	46.76	46.18	44.76
83860	17.05	20.08	17.52	19.73	20.3	18.85
105376394	0	0	0	0	0	0
2625	45.59	58.68	58.23	67.56	71.39	66.26
399717	0.1863	0.1666	0.4295	0.1976	0.4684	0.4018
107984204	2.074	2.627	1.845	1.833	2.351	2.469
105376395	0	0	0	0	0	0.09289
107984206	0	0	0	0	0	0
107984205	0	0	0	0.02705	0	0
100507143	0	0	0	0	0	0.065
105376396	0.2977	0.3106	0	0.3158	0	0.2809
105376397	0	0	0	0	0	0
105376398	0	0	0	0	0	0
105376399	0	0	0	0	0	0
105376400	0	0	0	0	0	0
105755953	0	0	0	0	0	0
101928272	0	0	0	0	0	0
100507163	0	0	0	0	0	0
112268059	0	0	0	0	0	0
105376402	0	0	0	0	0	0
105376403	0	0	0	0	0	0
101928298	0	0	0	0	0	0
107984207	0	0	0	0	0	0
101928322	0	0	0	0	0	0
10659	48.71	50.83	41.53	47.87	49.85	44.86
207107	0	0	0	0	0	0
105376405	0	0.01095	0	0.02227	0	0
254312	0	0	0	0	0	0
439950	0	0.02891	0.04708	0	0	0
414196	4.514	7.165	3.771	3.877	5.281	4.674
105376409	0.09956	0	0.1691	0	0	0
9712	4.951	4.504	4.435	3.907	4.698	3.993
105376411	0.4664	0.6126	0.4401	0.6229	0.5006	0.4074
105376410	0.03186	0.01662	0.04059	0.06758	0	0.04508
107984208	0.4085	1.065	0.9252	0.8666	1.268	0.835
105376413	0.04835	0.1009	0.02738	0.01709	0.01668	0
105376412	0.05105	0	0	0.02707	0.05283	0
79746	0	0	0	0	0	0
105379850	0	0	0	0	0	0
105376415	0	0	0	0	0.139	0
254427	2.056	2.307	3.949	2.977	3.918	3.237
219731	0.36	0.2503	0.6454	0.5303	0.6831	0.5471
26019	12.84	9.286	15.96	11.5	11.78	9.767
105376416	0	0.1231	0	0	0.1221	0
55526	23.89	26.8	16.7	17.15	19.95	17
55176	23.22	24.66	21.33	22.59	21.13	20.48
100616488	1.107	0	0.9404	0	0	0
11164	88.65	87.72	85.02	82.31	81.97	80.3
8872	355.2	358	369.9	377.7	341.9	369.9
57118	8.958	9.794	6.789	7.353	8.408	7.831
107984209	0	0	0.07373	0	0	0.0819
100616151	0	0	0	0	0.9201	0
100616320	0	1.097	1.787	1.116	0	0
100313841	0	0	0	0	0	0
83643	0.03128	0.03263	0.01328	0.01659	0.06474	0
105376418	0	0	0	0	0	0
10133	4.07	3.574	3.944	3.56	4.068	3.347
55388	64.47	62.95	65.17	60.17	65.37	55.49
221044	0.2176	0.227	0.2465	0.3078	0.07509	0.2053
5264	10.4	9.725	10.35	8.269	11.26	8.611
22929	149.8	151	121.3	124.7	126.8	129.1
105376419	0	0	0	0	0	0
105376420	0	0	0	0	0	0
222389	0.3484	0.2737	0.2301	0.1962	0.3517	0.2881
105376421	0	0	0	0	0	0
105376422	0	0	0	0	0	0
8559	7.522	6.732	6.104	5.953	6.716	5.295
55691	2.947	3.523	2.215	2.698	2.696	2.65
105376426	0.1196	0.06237	0.03385	0.06341	0.02063	0.0188
105376425	0	0	0	0	0	0
101928453	0	0	0	0	0	0
100422843	0	0	0	0	0	0
100302116	0	0	0	0	0	0
83641	21.07	18.6	20.98	21.24	20.11	21.34
105376429	0	0	0	0	0	0
105376428	0	0	0	0	0	0
441549	0.7385	0.4531	0.5903	1.198	0.2248	0.3688
51182	44.57	39.61	45.54	43.95	44.63	40.81
79723	31.98	23.64	30.99	23.72	27.59	21.81
64421	8.075	6.784	8.037	6.964	7.428	6.366
644890	0.1526	0.2653	0.8207	0.2158	0.5264	0.5757
108949267	2.849	3.17	2.634	2.619	3.014	2.986
105376432	0.1499	0.2346	0	0.0795	0	0.07071
55301	0.09607	0.06681	0.3807	0.2038	0.1989	0.1208
414149	21.39	19.28	18.77	15.08	20.16	16.41
221060	0.9575	0.7682	0.5004	0.5858	0.7242	0.66
10557	21.9	21.81	22.7	17.88	19.41	19.98
105376431	1.449	3.454	1.054	0.8779	1.713	1.562
9397	12.76	11.01	8.702	6.532	9.55	7.2
107984210	1.174	1.08	1.041	0.9888	1.072	0.8957
100192204	0.1008	0.1052	0.08563	0.1069	0	0.09511
105376434	0.09666	0.2016	0.04104	0	0.05002	0
107984211	0	0.03793	0	0	0	0
221061	3.111	2.04	1.197	1.118	1.406	1.138
105376433	0	0	0	0	0	0
8516	0	0.009235	0	0	0	0
80013	7.541	7.701	7.748	6.696	7.719	6.83
102724039	0	0	0	0	0	0
9317	16.87	13.37	17.96	14.19	16.72	12.36
389941	0.1063	0	0.06768	0.169	0.22	0.02506
101928701	0	0.2686	0.0243	0.1517	0.02961	0.02699
6251	46.58	48	42.91	46.81	44.41	46.35
105376435	0	0.2452	0	0	0	0
8029	0.267	0.3992	0.291	0.3162	0.2856	0.3232
1787	2.853	2.12	2.432	1.948	2.443	1.661
100507347	72.28	106.3	87.24	106	88.45	100.9
7431	419.2	480.4	505.3	551.4	487.3	550.5
338596	0.3624	0.2754	0.211	0.1428	0.2893	0.1465
100128098	0.1133	0.3546	0.1925	0	0.1173	0
105376436	0.6081	0.3552	0.1652	0.129	0.428	0.2294
105376437	0	0	0	0	0	0
9200	18.89	16.01	15.34	11.58	14.78	12.28
102723166	1.605	1.824	1.404	1.346	1.016	1.085
8027	21.74	16.66	11.46	12.69	13.63	11.58
653567	0.3621	0.2644	0.2153	0.1824	0.2998	0.1281
107984212	0.1338	0	0.1515	0	0.04617	0
4360	0.0365	0.05076	0.07232	0.07742	0.06296	0.02295
574445	0	0	0	0	0	0
221074	0	0	0	0	0	0
100129213	0	0	0	0	0	0
783	1.098	1.09	2.404	2.392	2.568	2.004
107984213	0	0	0	0	0	0
221078	6.609	6.671	12.28	12.41	10.82	11.67
221079	26.51	15.78	49.95	37.29	48.11	34.12
105376440	0	0	0	0	0	0
107984180	0	0	0	0	0	0
340895	0	0	0	0	0.006876	0
105376441	0	0	0	0	0	0
102724082	0	0	0	0	0	0
101928834	0	0	0	0	0	0
84898	0	0	0	0	0	0
100616383	0	0	0	0	0	0
105376442	0.04738	0.00706	0.01724	0.02154	0.04904	0.01277
10529	0	0.005191	0.01268	0.005279	0.0206	0.00939
102725112	0	0	0	0	0	0
100128511	0	0	0	0	0	0
105376444	0.5751	0.15	0	0	0.1488	0
105376445	0	0	0	0	0	0
399726	0.6314	0.8492	0.649	0.3348	0.5675	0.3135
100302129	0.789	1.646	0	0	0	0
387640	0.3589	0.2472	0.3048	0.2226	0.3154	0.1597
8028	11.81	12.8	9.18	9.45	10.44	8.212
107984214	0.3627	0.6149	0.4236	0.6733	0.4693	0.2566
64215	10.26	9.863	12.5	12.55	11.8	11.92
340900	0.1079	0	0.04581	0.1144	0	0.05089
100189083	0	0	0	0	0	0
105376447	0	0.01024	0	0.01041	0	0
100130992	0	0	0	0.01034	0	0
100532731	61.8	45.86	61.28	51.79	60.78	50.56
23412	103.8	82.12	95.74	80.24	89.88	80.57
648	44.45	32.94	44.97	37.86	44.64	37.05
9576	1.649	0.839	1.349	1.194	1.165	1.062
105376448	0	0	0	0	0	0
100499489	0.1512	0.2365	0.2354	0.2672	0.339	0.2852
105376449	0	0.1553	0	0	0	0
105376450	0	0.2394	0	0.2434	0.4751	0
5305	71.17	67.07	63.62	57.04	66.98	58.29
105376451	0	0	0	0	0	0
219681	0	0	0	0	0.01511	0
107984215	0	0	0	0	0	0
22921	9.623	10.2	10.81	8.427	10.19	9.197
256297	0	0	0	0	0	0
256815	0	0.005893	0	0	0	0.00533
105376453	0	0	0	0	0	0
220213	2.656	2.559	2.789	2.236	2.581	2.18
105376454	0	0.05312	0	0	0.02635	0
56243	0.304	0.3517	0.3521	0.7211	0.4119	0.6779
693188	0	0	0	0	0	0
105376455	0	0	0	0	0	0
57584	4.953	3.584	5.563	4.63	6.125	3.943
105376456	0	0	0	0	0	0
56952	1.27	1.732	1.216	1.208	1.685	1.259
79896	12.69	10.71	10.64	8.413	9.862	6.922
219670	0.01688	0.05281	0.01433	0.0895	0.01747	0.09552
101929025	0	0	0.01801	0	0	0
100128811	0	0	0.02203	0	0	0
57512	0.08366	0.05236	0.04263	0.01774	0.03463	0.02367
101929052	0	0	0	0	0	0
105376460	0	0	0	0	0	0
101929073	0	0	0	0	0	0
53904	0	0	0	0	0	0
2572	0	0	0	0	0	0
107984176	0	0	0	0	0	0
54518	99.01	111.3	78.54	77.18	90.96	79.58
101929117	0.3049	0	0.1295	0.3234	0.1578	0
645528	0.349	0.3641	0.247	0.3702	0.301	0.1098
102724202	0	0	0	0	0	0
105376461	0.07189	0.225	0.1221	0.1017	0.09921	0.113
731789	0.2275	0.2697	0.1581	0.1755	0.2033	0.1463
105376462	0.1472	0.1152	0.125	0	0.07618	0.03472
23590	25.39	26.47	23.77	22.85	22.04	22.69
10006	37.21	36.48	38.01	34.13	37.15	34.94
387644	0.2092	0.3637	0.311	0.5363	0.3068	0.3454
22852	0.6649	0.5786	0.7419	0.7072	0.6161	0.6527
10730	122.7	104.7	120.4	107.9	121.5	99.06
84930	14.75	13.76	16.32	13.86	15.18	13.51
91452	10.39	9.749	7.714	6.803	7.747	6.191
387646	0.0489	0.0204	0.008305	0	0.03037	0.04613
101060171	0.0159	0.01658	0.027	0	0.03291	0.015
102724245	0	0	0	0	0	0
101929180	0	0	0	0	0	0
374308	0	0	0	0	0	0
22931	28.45	23	25.35	23.01	24.26	21.33
105376463	0.1497	0.1338	0.09079	0.1134	0.08852	0.121
283078	0	0	0	0	0	0
101929202	0	0	0	0	0	0
55130	0.485	0.4926	0.3902	0.379	0.2774	0.2047
112268060	0.2485	0.2592	0.211	0.5271	0	0
143098	0.7354	0.4507	0.5387	0.5947	0.4662	0.4943
106635548	0	0	0	0	0	0
102465880	0	0	0	0	0	0
105376466	0	0	0	0	0	0
105376467	0.06715	0	0	0	0	0
105376468	0	0	0	0	0	0
107984216	0	0	0	0	0	0
220906	15.39	15.27	13.07	12.83	13.21	13.01
51322	62.16	58.66	63.95	57.4	61.16	51.17
25805	1.045	1.869	0.8242	1.781	1.198	1.197
105376470	0	0	0	0	0	0
107984170	0	0	0	0	0	0
101929218	0	0.1064	0	0	0.1055	0
100507605	0	0	0	0	0	0
283080	0	0	0	0	0	0
107984174	0	0	0	0	0	0
107984171	0	0	0	0	0	0
105376471	0	0	0	0	0	0
105376472	0	0	0	0	0	0
84569	0	0	0	0	0	0
107984217	0.1867	0.1948	0	0	0	0
105376473	0.1329	0	0	0	0	0
105376474	0	0.3086	0.1675	0	0.2041	0
102724316	6.172	6.774	4.895	5.323	5.552	5.001
6840	5.616	6.56	4.549	5.413	5.238	4.728
693189	0	0	0	0	0	0
100126327	0	0.7932	0	0	0	0
105376475	0	0	0	0	0	0
105376476	0	0	0	0	0	0
102724333	0	0	0	0	0	0
107984172	0	0	0	0	0	0
107984173	0	0	0	0	0	0
107984218	0	0	0	0	0	0
57608	0.7287	0.9245	0.407	0.5013	0.6319	0.5202
101929256	0	0	0	0	0	0
105376477	0	0	0	0	0	0
101929279	0	0	0	0	0	0
55149	22.34	21.66	28.68	27.4	27.73	24.62
729668	0	0	0	0	0	0
102466227	0	0	0	0	0	0
1326	1.164	1.264	0.9135	1.882	1.279	1.81
105376478	0.6722	0.7012	0.2854	0.499	0.5566	0.3805
105376479	0	0	0.06497	0	0	0
119180	0	0	0	0	0	0
645954	1.613	2.386	0.3503	0.6364	0.6599	0.4245
105376480	0	0	0	0	0	0
220929	2.256	2.136	1.213	1.098	1.112	0.8119
105376481	0.145	0.1512	0.1847	0.1076	0.07504	0.08207
105376482	0.5556	0.5216	0.2359	0.4125	0.23	0.3669
105376483	2.01	2.467	1.205	0.9497	1.049	0.8287
101929352	0.6787	0.2124	0.5764	0.144	0.2107	0.2561
220930	6.245	8.439	4.322	3.074	3.642	3.076
6935	15.82	10.72	16.62	10.58	13.26	9.428
100505502	0.367	0.2871	0.2727	0.2189	0.2849	0.1515
105376484	0	0	0	0	0	0.04139
101929951	0	0	0	0	0	0
94134	5.032	3.676	3.864	2.137	3.621	2.204
107984219	11.24	6.162	12.92	8.717	12.16	7.147
105376485	0	0.07718	0	0.157	0.07658	0.0349
3799	63.97	33.71	72.61	45.01	58.93	40.67
80314	31.4	30	30.06	26.68	30.04	24.95
102031319	0.2118	0.4419	0.5396	0.4493	0.2192	0
101929431	0.03892	0	0.04407	0	0.04028	0.07343
79741	0.9292	0.9444	0.7942	0.6949	0.6843	0.6911
105376486	0.3619	0.4314	0.461	0.3838	0.4815	0.4389
3688	87.73	69.67	86.01	77.97	89.94	72.56
106633814	79.47	67.73	89.47	73.68	87.42	72.82
101929475	0.2945	0.5836	0.2626	0.2811	0.3048	0.2083
101929447	0	0	0	0	0	0
8829	0.1297	0.09364	0.1271	0.1587	0.1652	0.1505
105376489	0	0	0	0	0	0
105376490	0	0	0	0	0	0
100505583	0	0	0	0	0	0
56288	21.65	23.67	21.26	19.33	23.55	19.75
100505601	2.248	0.9768	1.75	0.5959	0.7754	0.53
105376491	0	0	0	0	0	0
8453	24.99	18.04	29.18	19.26	23.35	17.08
100500890	0	0	0.6458	0	0	0
1390	5.509	5.578	6.713	7.26	6.389	7.592
105376493	0	0	0	0.06789	0	0
219771	44.31	39.19	39.54	39.63	42.86	41.19
107984220	2.549	3.362	1.592	1.988	2.56	1.768
107984221	0.04443	0.04635	0	0	0.06898	0
219770	0	0	0	0.0406	0	0.03611
8325	0.2179	0.1653	0.1851	0.3362	0.08202	0.2056
100616500	0	0.8128	0.6618	0	0	1.47
105376494	0	0	0	0	0	0
107984188	0	0	0	0	0	0
102578074	0	0	0	0	0	0
105376495	0	0	0	0	0	0
107984222	0	0	0	0	0	0
105376496	0	0	0	0	0	0
91074	0	0	0	0	0	0
101929498	0	0	0	0	0	0
101929520	0	0	0	0	0	0
107984175	0	0	0	0	0	0
107984223	0	0	0	0	0	0
105376497	0	0	0	0	0	0
100288485	0	0	0	0	0	0
102724533	0	0	0	0	0	0
105376498	0	0	0	0.178	0	0
57209	3.796	3.756	2.771	1.985	2.887	1.74
100419868	0.3059	0.2659	0.0866	0.1081	0.1055	0.1443
107984224	1.894	2.292	0.9331	0.6429	1.412	0.822
219749	6.8	6.016	5.342	4.031	5.329	3.86
105376499	0	0	0	0	0	0
7581	9.685	7.453	10.38	8.211	8.328	7.246
7587	6.43	4.805	9.389	7.187	7.076	5.991
105376500	0.1519	0	0	0	0.07861	0
100129055	0.04549	0.1186	0.1352	0.09649	0.07062	0.1073
158160	5.902	8.036	8.226	7.836	8.347	8.627
285961	1.433	2.076	1.217	0.5065	0.9886	1.502
101929540	4.116	3.573	1.804	2.478	3.106	2.204
399744	3.965	4.474	3.163	2.982	3.544	2.924
107984177	0	0	0	0	0	0
399746	0	0	0	0	0	0
105378267	0	0.03147	0	0	0	0
101929373	0	0	0	0	0	0
441666	0	0	0	0	0	0
414194	0	0	0	0	0	0
84856	0	0	0	0	0	0
100129482	6.092	4.745	6.158	5.87	6.253	5.481
7582	6.294	4.377	4.863	3.342	3.779	2.655
105378268	0.7954	1.037	0.7431	0.4218	0.7409	0.4877
101929397	0.1605	0.06698	0.08179	0	0	0
107984178	0	0	0	0	0	0
283028	0	0	0.01333	0	0.01625	0.01481
105378269	0	0	0	0	0	0
9790	33.51	29.29	36.78	32.17	33.71	29.1
101929445	0	0	0	0	0	0
104266963	0	0	0	0	0	0
100847014	0	0	0	0	0	0
5979	0.01864	0	0.007917	0.05932	0.04824	0.04397
55454	35.12	32.35	32.46	29.06	33.15	29.15
221002	0.2018	0.1578	0.8853	0.6241	1.288	0.7296
107984225	0.1064	0.03699	0.3614	0.4513	0.2936	0.1338
105378271	0	0	0	0	0	0
105378270	0	0	0	0	0	0
107984226	0.1081	0.1127	0	0.1146	0.1119	0
53828	0	0	0	0	0	0
3185	421	413.8	356	364.1	396.3	369.3
109616985	0	0	0	0.701	0.342	0.3117
642819	0.7064	0.9948	0.6749	0.5806	0.987	0.7164
105379857	0.07937	0.1656	0.08425	0.08418	0.1848	0.03744
8187	0	0	0	0	0	0
220992	1.456	1.463	1.446	1.295	1.13	1.374
414201	0.03274	0.03415	0	0	0	0
7580	79.59	70.54	69.51	57.37	64.62	59.26
414197	44.36	40.2	37.18	32.7	34.02	31.14
414208	20.02	22.33	16.88	14.87	15.81	15.79
105378274	1.141	1.19	1.937	2.016	1.968	1.435
102724264	0	0	0	0	0	0
105378275	0.04665	0	0	0	0	0.04401
10151	0.4199	0.5257	0.5885	0.4454	0.5433	0.4952
107984189	0	0	0	0	0	0
414260	0.2815	0.3524	0.1435	0.1791	0.1166	0.2656
100506835	0	0	0.02715	0.03391	0	0
105378277	0	0	0	0	0	0
283033	0	0	0.01953	0	0	0.02169
6387	0.01197	0.01873	0.01525	0.0127	0.01239	0.005646
100130539	0	0	0	0	0	0
107984179	0	0	0	0	0	0
220980	0.1721	0.1796	0.1787	0.04057	0.1386	0.1083
643236	0.0522	0.02178	0.01773	0.02214	0.08644	0.04924
83937	3.209	3.725	2.468	2.129	2.995	2.158
105378281	0.8376	1.03	0.4319	0.4442	0.805	0.3386
11067	0.5359	0.6211	0.2023	0.1579	0.1541	0.1685
220979	11.14	13.42	5.757	4.67	6.217	4.682
7570	175.4	140.3	139.1	105.2	123.5	100.3
100133308	0	0	0	0	0	0
338579	0	0	0	0	0	0
100422988	0	0	0	0	0	0
105378283	0	0	0	0	0	0
79290	0.02034	0.03182	0	0.01078	0	0.009593
240	0.06457	0.101	0.05484	0.1541	0.05012	0.04568
102724323	0	0.1419	0.1155	0	0	0
220972	16.86	15.52	11.24	12.48	14.25	12.76
105378286	3.222	2.93	1.894	2.191	3.164	3.039
93550	6.098	7.017	5.497	5.456	5.576	5.082
653234	3.841	4.877	2.872	2.966	3.154	3.111
253725	16.1	17.22	14.53	14.52	15.51	13.21
643479	0	0.2045	0.3329	0	0	0.1849
119016	7.405	8.588	5.604	5.659	6.109	5.404
114004351	7.059	7.602	4.779	5.133	5.676	4.876
728407	8.195	8.775	4.775	6.426	6.271	4.564
100287932	204.9	199.4	204.6	194.4	190.5	200.2
109616974	0	0.3227	0.5255	0.6563	0.3202	0
8031	140.3	119.1	117	108.9	125.8	106
105378287	0.1269	0	0.05387	0.03364	0	0.08976
4477	0.2555	0.2666	0	0.542	0	0
653268	7.552	9.136	7.059	6.035	6.514	5.764
100996567	9.481	8.873	5.475	4.597	7.121	4.242
105378577	0.5498	0.8029	0.607	0.3499	0.569	0.2593
195977	0.1338	0.1396	0.08264	0.1032	0.1259	0.03442
107984026	4.639	6.158	3.992	4.12	4.068	3.926
100132929	0	0	0	0	0	0
728113	0	0	0	0	0	0
643650	0.04395	0.02292	0.03733	0	0.04549	0.08293
728643	0.6987	0.8503	0.6923	0.8646	0.6026	0.769
107987152	0.006696	0.006985	0.01706	0.04261	0.02079	0
5540	0.02235	0.01554	0.0253	0.0158	0.007709	0
9721	0.01175	0	0	0.006231	0	0
83849	0.2792	0.3276	0.2297	0.2128	0.2258	0.2387
101927699	0.0836	0.1744	0.1775	0.2217	0.1298	0.1972
105378289	1.634	0.6392	1.041	1.3	0.8457	0.9635
414241	2.552	1.941	2.753	1.933	2.442	1.973
102724350	0	0.0611	0.04975	0.06213	0.09094	0.05526
101927584	0	0	0	0	0	0
102724643	0	0	0	0	0	0.009915
414212	0.6494	0.9483	0.6618	0.6887	0.5377	0.7351
399761	2.966	3.482	1.494	1.944	2.082	1.687
728798	0	0	0	0	0	0
26095	0.07403	0.03089	0.02515	0.02355	0.0613	0.0419
105378291	0.1257	0.1312	1.175	1.2	0.9109	0.593
101929216	0.2178	0.1999	0.2885	0.7115	0.4959	0.6164
2662	0.4008	0.5657	1.922	2.726	1.562	2.847
2658	0	0	0	0	0	0
5949	0	0.04604	0.01249	0.0156	0	0.04164
118738	1.79	2.306	1.449	1.656	1.567	1.519
107001062	0	0	0	0	0	0
105378292	0	0	0	0	0	0
653145	0.0115	0.02399	0	0	0.0119	0
