GeneID	GSM4318505	GSM4318506	GSM4318507	GSM4318508	GSM4318509	GSM4318510
6133	1712	1410	1660	1491	1451	1557
11019	8.939	10.1	7.043	6.022	6.082	6.73
401127	0.5352	0.2791	0.3571	0.4866	0.5144	0.3606
7358	17.07	16.93	17.61	19.33	20.16	19.14
100885776	0.1064	0.2885	0.09033	0.1128	0.06605	0.1605
201895	7.862	7.899	5.742	6.187	6.768	6.678
105374419	0.8136	0.8486	0.9212	0.5033	0.4912	0.3837
3093	82.97	68.71	76.04	65.1	74.81	61.26
23244	61.81	49.47	65.45	46.85	60.68	39.94
344967	3.091	2.653	2.659	2.947	2.795	3.175
55728	7.123	5.682	8.257	6.489	6.239	5.796
399	42.32	50.25	13.53	15.28	14.59	15.29
101060498	1.155	1.405	0.6128	0.9184	0.6473	0.4538
55584	32.5	22.2	18.38	14.88	15.67	13.73
54502	0.01265	0	0.00537	0	0	0
100616274	0	0	0	0	0	0
107986225	0	0	0	0	0	0
79730	1.973	2.006	1.926	1.614	1.679	1.56
323	3.766	3.94	3.227	3.267	3.532	2.954
107986273	0	0	0	0.01466	0.02861	0.01304
101410542	0	0	0	0	0	0
7345	0	0	0	0	0.05923	0
22998	0.01309	0.006828	0.01112	0.01389	0.006775	0.006175
105374423	0	0	0	0	0	0
105374421	0	0	0	0	0	0
8929	0	0	0	0	0	0
105374425	0	0	0	0	0	0
101927074	0	0	0	0	0	0
105374426	0.2911	0.08674	0.2825	0.0882	0.1291	0.07845
55161	50.39	43.77	47.37	44.85	48.43	43.2
285429	0.7371	0.4613	0.5349	0.4548	0.6241	0.5183
10463	30.42	23.03	29.92	23.7	28.52	20.32
389206	13.05	13.29	10.55	10.92	13.15	9.906
105374428	0	0	0	0	0	0
152573	0	0.2835	0.06925	0.1441	0.1407	0.05128
10396	4.362	3.504	3.659	2.66	4.101	2.622
105374430	0	0	0.4436	0.09233	0.3604	0.3285
389207	0	0	0	0	0	0
105374432	0	0	0	0	0	0
105374434	0	0	0	0	0	0
105374433	0	0	0	0	0	0
105374436	0	0	0	0	0	0
105374438	0	0	0	0	0	0
100506827	0	0	0	0	0	0
386617	0.03447	0	0	0	0	0
107986275	0	0	0	0	0	0
285525	0.02794	0.02186	0.07118	0.04445	0.07229	0.03953
60558	33.55	27.92	32.69	31.05	31.04	26.62
132789	17.84	13.1	17.25	14.56	16.32	13.13
105374439	0.03559	0.03712	0.09067	0.05662	0.09209	0.06715
112268465	0	0	0	0	0	0
105374440	0	0.03773	0	0	0	0
105374441	0	0	0	0	0	0
2565	0	0	0	0	0	0
2555	0	0	0	0	0	0
170712	0	0	0	0	0	0
2557	0	0	0	0	0	0
2560	0.003726	0	0.003164	0	0	0
105374442	0	0	0	0	0	0
107986276	0	0	0	0	0	0
54951	20.08	14.67	19.42	15.45	14.78	14.52
107986277	0	0	0.0535	0.1336	0	0
57205	0.3759	0.7077	0.4516	0.5057	0.3701	0.6141
10699	0	0.07425	0.03023	0.0755	0.03684	0.02238
105374444	0	0	0	0	0	0
105374443	0	0	0	0	0	0
102467004	0	0	0	0	0	0
101927179	7.865	7.257	5.651	5.133	6.783	4.185
152518	12.39	10.72	10.15	9.531	9.175	7.846
101927157	0.3031	0.3161	0.3217	0.2009	0.3137	0.2859
1259	0.02991	0	0.127	0.01586	0.09288	0.07055
152519	0.08333	0.03725	0.05055	0.1263	0.1355	0.1348
7294	0.7273	0.6275	0.4346	0.3523	0.3159	0.2456
7006	0.3559	0.4826	0.141	0.239	0.1719	0.2238
105374445	0.06054	0.1263	0	0	0.04177	0.07614
57606	21.43	21.56	22.36	21.43	24.35	20.29
201780	0.08932	0.1242	0.1011	0.06315	0.06163	0.1123
326340	3.165	2.245	4.449	2.669	3.021	2.188
285527	12.86	9.248	12.3	9.849	13.22	7.654
54940	92.24	84.75	100.7	91.55	93.53	89.51
100861517	19.69	20.3	12.49	13.09	16.95	13.43
132299	142.1	147.9	150.1	141.3	129.9	145.6
80157	0	0	0	0	0	0
101927209	0	0.1131	0.0921	0	0	0
23142	8.186	6.819	7.726	6.875	6.919	6.115
339977	0.2573	0.23	0.3121	0.2728	0.3043	0.1733
6443	17.94	17.22	16.82	16.25	17.37	14.93
105377652	0	0	0	0	0	0
132671	0.0138	0	0	0	0	0
107986279	0	0	0	0	0	0
112268466	0.008741	0	0	0	0	0.008246
64854	5.682	4.609	4.195	3.611	4.941	3.718
643783	0.9346	0.7499	0.1832	0.9912	0.372	0.5425
57291	108.4	94.2	104	100.7	101	106.7
100616436	0	1.995	0.8122	0	0	0
677810	10.35	21.59	3.954	4.938	3.748	8.785
100288413	0.01598	0.01667	0.02715	0.0339	0	0
107986281	0.02969	0	0.02521	0	0	0
152578	0.2605	0.1811	0.07373	0.2762	0	0.0819
65997	0.2245	0.1004	0.1634	0.3061	0.1328	0.2723
152579	7.135	8.496	6.097	6.981	6.714	6.867
101928658	0.0556	0.145	0.118	0.1032	0.01439	0
105377654	0.1029	0.05366	0.08737	0.05456	0.05324	0.2912
81608	32.05	33.16	33.96	30.59	33.64	29.32
84708	3.93	4.2	4.532	3.862	4.237	3.644
100873939	0	0	0	0	0	0
101928879	0.06152	0.06417	0	0.06525	0.03184	0.05803
100873955	0	0	0	0	0	0
100506444	0	0	0	0	0	0
402176	0.1405	0.03664	0.08949	0.0745	0.07271	0.06627
26511	3.31	3.143	3.013	2.573	2.986	2.682
170825	0	0	0	0	0	0
5156	0	0	0.006643	0	0	0
105377656	0	0	0	0	0	0
339978	0	0	0	0	0	0
3815	3.096	3.559	1.749	1.37	1.829	1.506
105377657	0	0	0	0	0	0
107986226	0	0	0	0	0	0
3791	0	0	0.02757	0	0.0224	0.03062
79644	37.42	34.5	33.96	32.58	33.36	31.41
100506462	2.454	1.564	0.7525	1.229	1.129	1.157
105377659	2.387	2.574	1.821	1.888	1.633	2.252
55858	19.34	18.7	18.77	15.99	16.43	16.67
9575	3.334	2.308	3.043	2.506	3.144	1.95
132954	0	0	0	0	0	0
10874	0	0	0.03406	0.04253	0	0
105377660	0	0	0	0	0	0
644145	0.07443	0	0	0	0	0
105377661	0	0	0	0	0	0
55763	9.637	7.75	9.416	6.766	7.962	5.958
105377663	0.4228	0.196	0.1795	0.4235	0.1216	0.1108
9662	9.479	8.142	10.58	8.419	7.475	7.177
57482	4.834	4.793	4.046	3.734	4.603	3.758
101928760	0	0.08994	0	0	0.1339	0
105377664	0.07272	0.1517	0.1235	0	0	0
132949	5.746	5.062	4.775	4.543	4.797	3.942
5471	58.94	53.55	55.93	49.52	57.01	44.89
100506514	0.08298	0.02885	0.1057	0.07334	0.1145	0.09132
10606	269	247.8	240.9	237.6	250.7	229.9
6731	132.3	99.52	144.6	113.2	130.5	98.48
132946	0.0262	0.08199	0.06675	0.05558	0.1898	0.173
105377665	0	0.1671	0.136	0	0	0
100506564	0	0.01697	0.01382	0	0	0
84525	0	0	0	0	0	0
105377666	0	0.1188	0	0	0	0
105377667	0	0	0	0	0	0
105377668	0	0.1441	0.1173	0.07324	0	0
6691	11.89	11.25	11.82	9.284	12.25	10.73
5978	21.97	15.66	23.02	17.98	23.74	15.99
84273	46.76	49.69	42.63	41.2	45.92	39.17
5431	140.7	126	127.4	118.6	133.1	111
3490	11.49	12.11	14.9	10.94	12.05	9.77
255130	0	0.0474	0.03859	0.04819	0	0
107986283	0	0	0	0	0	0
101928851	0	0	0	0	0	0
105377670	0	0	0	0	0	0
105377671	0	0	0	0	0	0
107986228	0	0	0	0	0	0
105377672	0	0	0	0	0	0
105377246	0	0	0	0	0	0
105377247	0	0	0	0	0	0
105377245	0	0	0	0	0	0
105377248	0	0	0	0	0	0
100616450	0	0	0	0	0	0
105377249	0	0	0	0	0	0
23284	0.003475	0	0.002952	0	0	0
101927186	0	0	0	0	0	0
101927145	0	0	0	0	0	0
105377253	0.3965	0.2343	0.08979	0.1402	0.1505	0.1247
105377254	0	0	0	0	0	0
253017	0	0	0	0	0	0
107986284	0.02815	0.05873	0	0.05972	0	0
105377255	0	0	0	0	0	0.1965
401134	0	0	0	0	0.03203	0
105377256	0	0	0	0	0	0
2044	0.006383	0	0.005421	0.00677	0	0
100144602	0.05363	0	0	0.05688	0	0
105377258	0	0	0	0	0	0
105377259	0	0	0	0	0	0
105377260	0	0	0	0	0	0
105377261	0	0	0	0	0	0
100302177	0	0	0	0	0	0
105377262	0	0	0	0	0	0
101927237	0	0.03364	0.1096	0	0.06676	0.09127
1060	6.863	5.409	6.722	5.119	4.995	4.407
26228	0.07729	0	0.1532	0.1093	0.07999	0.07291
55236	17.61	13.8	19.49	14.06	17.19	12.96
550112	12.7	13.02	8.47	8.532	10.55	9.824
2798	0.4015	0.3889	0.207	0.1977	0.2078	0.257
102724780	0.08668	0.05425	0.08833	0.239	0.1615	0.1799
9407	0	0.01711	0.01393	0.0174	0.01698	0.01547
339967	0	0	0	0.02021	0	0.01797
644759	0	0	0	0	0	0
389208	0	0	0.02581	0	0	0
550113	0	0	0.03847	0	0	0
401135	0	0	0	0	0	0
100130017	0	0	0	0	0	0
401136	0	0	0	0	0	0
132724	0	0	0	0	0	0.04502
91746	22.97	21.06	25.24	20.95	23.02	19.48
28983	0	0	0.02526	0	0	0
7367	0	0	0	0	0	0
7366	0	0	0	0	0	0
7365	0	0	0	0	0	0
79799	0	0	0	0	0	0
105377265	0	0	0	0	0	0
7364	0	0	0	0	0	0
105377267	0	0	0	0	0	0
10720	0	0	0	0	0	0
54490	0	0	0	0	0	0
7363	0	0	0	0	0	0
10941	0	0	0	0	0	0
574537	0	0	0	0	0	0
27284	2.179	1.63	1.585	1.289	1.357	1.204
6783	0	0	0	0	0	0
1446	0	0	0	0	0	0
1447	0	0	0	0	0	0
105377269	0	0	0	0	0	0
6779	0	0	0.07894	0	0.09621	0.08769
3347	0	0	0	0	0	0
3346	0	0	0	0	0	0
286828	0	0	0	0	0	0
100337616	0	0	0	0	0	0
401137	0	0	0	0	0	0
105377270	0	0	0	0	0	0
54959	0	0	0	0	0	0
260436	0	0	0	0	0	0
1448	0	0	0	0	0	0
85438	0	0	0	0	0	0
26952	0	0	0	0	0	0
10879	0	0	0	0	0	0
58503	0	0	0	0	0	0
4589	0	0	0	0	0	0
401138	0	0	0	0	0	0
258	0.03148	0	0	0	0	0
10117	0	0.00877	0	0	0	0
3512	0.04908	0.0512	0	0	0.1016	0.1389
101927297	0.08338	0	0.1416	0	0	0
57050	62.12	47.88	76.5	56.4	64.91	50.91
22902	12.26	11.89	9.877	8.246	9.814	7.004
2926	84.94	78.14	75.02	66.49	75.14	65.62
92597	31.89	22.63	23.4	17.47	24.22	15
1633	118.6	117.8	79.38	72.42	77.47	72.75
8671	3.207	3.186	3.1	3.041	3.472	2.742
107986285	0	0	0	0	0	0
105377271	0	0	0	0	0	0
2638	0	0	0	0	0	0
10886	0	0	0	0	0	0
9508	0.06294	0.07503	0.04581	0.06675	0.08375	0.04241
105377273	0	0	0	0	0	0
107986286	0	0	0	0	0.1962	0
285521	11.25	11.3	8.416	8.206	8.874	8.663
112268467	0.046	0.1919	0.1758	0.122	0.09523	0.0868
26057	30.17	30.82	27.78	27.17	33.05	24.69
102724832	0.08489	0.1328	0.1262	0.1125	0.0659	0.08008
213	0	0.02881	0.07038	0.0293	0	0.05212
174	0	0	0	0	0	0
173	0	0	0	0	0.03271	0
728040	0	0	0	0	0	0
107986287	0	0	0	0	0	0
166824	0	0	0	0	0	0.004194
105377272	0	0	0	0	0	0
3576	0.06507	0.1357	1.078	3.865	1.078	3.468
6372	0	0	0	0	0	0
5197	0	0	0	0	0	0
2919	0	0	0	0	0	0
5196	0	0	0	0	0	0
5473	0	0	0	0	0	0
6374	0.05182	0.02703	0.022	0	0	0
2921	1.292	0.49	0.7978	1.868	0.9115	1.108
105377275	0.01902	0.01984	0.03231	0.02018	0.01969	0.03589
10895	0	0	0	0	0	0
2920	0	0	0	0	0	0
105377277	0	0	0	0	0	0
441024	3.729	3.268	4.01	2.988	3.611	3.334
105377276	0	0	0.0624	0	0	0
255324	0.05031	0.05247	0.04272	0.05335	0	0.01582
2069	0	0	0.01161	0	0	0
374	0	0	2.519	5.479	2.912	5.163
107986229	0	0	0	0	0	0
685	0	0	0	0	0	0
105377278	0	0	0	0	0	0
105377282	0	0	0	0	0	0
105377280	0	0	0	0	0	0
25849	0.876	1.068	0.6601	0.9029	0.9194	0.8845
100507388	0	0	0.02105	0.02629	0	0.07016
107986289	0	0.0117	0	0	0	0
105377283	0	0.1191	0	0	0	0
100506253	0.08338	0	0	0	0	0
441025	0	0	0	0	0	0
107986230	0	0.2489	0	0	0.3705	0
25898	17.8	15.77	14.92	13.62	14.32	13.19
152815	6.916	6.208	6.446	5.564	6.437	4.465
152816	0.1046	0.1091	0.1244	0.06657	0.08661	0.09868
8999	0.03832	0.02665	0.05424	0.04065	0	0.0241
9908	134.6	106.5	125.6	117.3	135.2	110.4
8615	31.86	22.45	41.96	26.18	32.82	21.18
105377284	0	0	0	0	0.04091	0
5470	0	0	0.0415	0.03455	0	0.01537
105377285	0	0	0	0.07505	0.07324	0.06675
27163	9.986	10.93	7.616	8.041	9.458	8.068
55153	38.95	29.75	46.83	31.46	39.34	27.92
101928809	0.03746	0.07815	0.03181	0.03973	0.07754	0.07067
4283	0	0	0	0	0	0
419	0.03032	0.01054	0	0	0	0.009533
3627	0	0	0	0.05697	0	0
6373	0	0	0	0.04526	0	0
53371	32.04	25.62	36.21	28.81	31.59	25.8
950	8.955	7.181	5.561	4.877	7.195	5.416
100129583	0.03045	0	0.07757	0.06459	0	0
105377286	0	0	0	0	0	0
100631383	0	0	0	0	0	0
8987	0	0	0	0	0	0
339965	0	0	0	0	0	0
57619	0.06375	0.04232	0.02953	0.006147	0.02399	0.005467
100616299	0	0	0	0	0	0
100616254	0	0	0	0	0	0
105377290	0	0	0	0	0	0
105377289	0	0	0	0	0	0
345079	0	0.01649	0	0.01676	0	0.01491
107986291	0.7574	0.2634	0.6432	0.2678	0.5226	1.667
105377294	0.1137	0.2175	0.06439	0.1608	0.07847	0.03576
55752	37.28	38.96	34.04	35.63	37.89	30.96
105377291	0.8807	1.191	1.163	1.349	1.553	1.262
107986290	0.4104	0.06116	0.4481	0.4353	0.5158	0.4978
10983	234.9	250.9	281.1	288.2	296.7	287.9
101928864	0.3685	0.4667	0.3577	0.3908	0.3814	0.3476
901	10.15	10.99	8.215	7.677	8.812	7.621
107986292	0	0	0	0	0	0
105377295	0	0	0	0	0	0
10563	0	0	0.04441	0	0.05412	0.04933
105377296	0.06071	0.01583	0.03867	0.03219	0.01571	0.02863
105377297	0.06234	0.06503	0.02647	0.03306	0.03226	0.0294
246175	22.25	20.79	17.81	17.31	20.76	16.02
65008	49.7	38.88	60.56	47.17	40.26	40.24
102724916	3.442	2.161	4.734	3.425	2.711	3.333
80144	0.007518	0.007842	0.01915	0.01993	0.04279	0.01418
107986293	0	0	0	0	0.031	0
109623453	0	0	0	0	0	0
306	2.817	2.235	2.796	2.272	2.546	1.722
100505702	0.1767	0.07681	0.1251	0.03124	0.07621	0.06946
101928893	0	0	0	0	0	0
55589	20.89	16.35	13.85	12.02	15.66	10.26
105377299	0.08092	0.1688	0.2062	0.1716	0	0
152559	23.27	18.79	21.18	18.45	20.8	16.86
100505875	2.06	3.061	1.75	1.589	2.003	2.65
84779	0.02617	0.04368	0.0489	0.02776	0.04334	0.01975
105377300	0	0	0.1052	0	0	0.2337
2712	0	0	0	0.03584	0	0
100506035	0	0	0	0	0	0
107986294	0	0	0.00366	0	0	0.00813
105377301	0.01966	0.02051	0.0167	0	0.0814	0.01855
105377302	0	0	0	0	0	0
118425	0	0	0	0.03201	0	0
118429	1.789	1.754	2.792	3.407	2.94	3.321
105377303	0.06779	0.09091	0.4359	0.6368	0.5011	0.3654
56978	2.87	3.697	9.701	13.44	9.977	13.41
2250	0	0	0.02825	0.07055	0.02295	0.02092
255119	0	0	0	0	0	0
105377305	0	0	0	0	0	0
651	0.02072	0	0	0	0	0
5593	1.915	2.261	1.59	1.593	1.458	1.313
101928942	0	0	0	0	0	0.1523
153020	2.693	2.045	7.852	7.79	7.397	6.63
105377306	0	0	0	0	0	0
107986215	0	0	0	0	0	0
105377308	0.1305	0.1664	0.0862	0.06151	0.04502	0.09575
105377307	0.1043	0	0	0	0	0
3184	502.4	538.7	534.3	514	525.6	500.5
101928963	1.827	3.906	3.413	1.356	1.607	1.379
9987	221.9	228	210.2	202.7	189.8	190.5
58478	108.1	103.9	92.1	93.23	87.97	89.93
105377310	0.783	0.3792	0.5462	0.6822	0.7815	0.5804
441027	3.533	3.605	3.23	2.621	2.758	1.84
439934	0	0.07235	0	0	0	0
79966	29.85	32.03	27.41	29.59	31.52	29.6
693160	0	0	0	0.7122	0	0
22872	46.67	42.47	45.1	44.31	53.22	42.29
100499177	27.73	23.88	29.12	24.97	24.77	22.03
106633808	26.58	19.92	20.45	21.14	18.91	26.64
106633809	11.74	8.421	6.856	7.006	6.077	5.539
79725	3.965	2.509	4.265	2.668	3.614	2.345
132660	20.01	19.05	16.36	15.36	16.61	14.71
51138	107.6	79.45	114.1	89.49	103.5	84.66
51316	11.84	9.131	11.48	7.627	11.07	8.879
27235	15.94	14.86	16.25	13.56	16.11	12.99
10855	0	0	0.09149	0.07141	0.02788	0.0127
105377313	0	0	0	0	0	0
113510	9.322	7.869	9.185	7.661	7.923	6.627
51023	49.82	40.42	46.89	39.54	40.93	41.03
84142	19.46	14.95	17.03	14.19	16.24	14.08
84803	3.895	4.233	4.357	4.427	4.562	3.982
105377315	0	0	0	0	0	0
101928978	0	0	0	0	0	0
4825	0	0	0	0	0.05854	0
102723338	0	0	0	0	0	0
1040	0.09808	0.05846	0.2261	0.1486	0.232	0.2115
23001	5.514	4.759	3.998	4.108	5.296	3.457
404201	0.07984	0.09993	0.0678	0.1016	0.08263	0
83478	0.01174	0	0.003324	0.008302	0.004051	0
105377319	0.01137	0.01186	0.009655	0	0	0
100616349	0	0	0	0	0	0
5602	0	0.003392	0.01105	0.01035	0.0101	0.006135
101929064	0	0	0	0	0	0
100616463	0	0	0	0	0	0
5783	0	0	0.006206	0	0	0
107986189	0	0	0	0	0	0
345274	0	0	0.03303	0.04125	0	0
132989	0.2617	0.09098	0.04938	0.03083	0.03009	0.05485
100506746	0.8437	0.8801	0.6339	0.4818	0.7053	0.6735
4299	26.47	26.46	14.26	13.96	18	12.96
105377320	0	0.02607	0.06369	0	0.02587	0
57563	17	16.5	16.22	14.14	17.01	13.43
100847027	0	0	0	0	0	0
345275	0.3465	0.3614	0.09055	0.08481	0.08276	0.1509
51170	33.17	23.66	29.37	23.56	26.8	22.83
53343	4.967	4.77	5.668	4.189	4.926	4.097
105377321	0	0.01374	0	0.02793	0.02726	0.02485
8404	0.1615	0.4423	0.3087	0.3855	0.2717	0.1714
1834	0	0	0	0	0.01508	0
1758	0	0	0	0	0	0
105377323	0	0	0	0	0	0
105377324	0	0	0	0	0	0
3381	0	0	0	0	0	0
56955	0	0	0	0	0	0
6696	0	0	0.02955	0	0	0.06565
5311	9.526	9.375	8.598	8.377	8.621	6.932
9429	0.384	0.3181	0.4604	0.3593	0.3156	0.3196
152926	8.117	7.551	5.109	4.062	5.201	4.429
105369192	0.02989	0.06235	0.1015	0	0.06186	0
105377326	0	0	0	0	0	0
55008	2.175	2.127	1.603	1.778	1.782	1.653
102723458	0.801	0.7937	0.805	0.5522	0.7047	0.7052
51191	19	15.33	17.94	14.31	16.2	12.37
84992	26.81	24.76	23.96	21.23	22.26	21.56
100996939	27.73	25.56	24.78	21.96	23.02	22.3
101929134	0	0.3668	0.4479	0.1865	0.182	0
8916	4.644	5.237	3.789	4.127	4.56	4.068
266812	8.297	7.384	8.864	7.159	8.451	7.516
285512	0.7275	0.8819	0.5845	0.4171	0.5902	0.3153
10144	0.2168	0.3335	0.1381	0.1494	0.1346	0.1176
105377327	0	0	0	0	0	0
166815	10.69	9.505	10.85	7.545	10.59	6.968
285513	0	0	0	0.004048	0	0
105377328	0	0	0	0	0	0
105377329	0	0	0	0	0	0
6622	0	0	0	0	0	0
644248	0	0	0	0	0	0
22915	0	0.01257	0	0.01278	0	0
105377331	0	0	0	0	0	0
401145	0	0	0	0.001813	0	0
112268468	0	0	0	0	0	0
101929194	0	0	0	0	0	0
2895	0	0	0	0	0	0
107986295	0	0	0	0	0	0
474	0.02853	0	0	0	0	0
101929210	0	0	0	0	0	0
56916	34.01	24.21	38.5	25.96	32.3	22.84
27306	0	0	0	0.04092	0.03993	0
10611	9.927	10.61	9.833	9.529	10.21	9.04
100507012	0	0	0	0	0	0
658	0.02955	0	0	0.01045	0	0
8633	0	0.003884	0	0	0.003854	0.003512
105377335	0	0	0	0	0	0
105377337	0	0	0	0	0	0
5161	0	0	0	0	0	0
105377338	0	0	0	0	0	0
285555	0.01653	0.008619	0	0	0	0
101410545	0	0	0	0	0	0
105377340	0.1542	0.2681	0.1746	0	0	0.1939
5910	74.07	67.35	67.89	59.48	68.95	54.88
10098	25.44	23.57	21.32	23.79	24.29	23.5
112267901	0.06507	0	0.05526	0.06901	0.202	0.1841
105377342	0.3135	0.1453	0.4142	0.2217	0.2884	0.4929
105377343	0.02932	0.06116	0	0	0	0
1977	17.51	15.43	17.1	14.4	15.4	14.28
23173	43.36	45.17	40.26	35.51	42.15	35.28
100500867	0	1.779	0	0.9046	0	0
128	212.2	186.5	169.3	159.4	172.2	168.3
100507053	0.6148	0.4776	0.411	0.4856	0.4333	0.5183
127	0	0.06119	0.04982	0	0.03036	0.02767
359806	0	0	0	0	0	0
130	0.1087	0.2457	0.2001	0.0961	0.2438	0.05128
124	0.04341	0.04528	0	0	0.04493	0.0819
125	0	0	0	0	0	0
126	0	0	0	0	0	0
102723576	0	0	0	0	0	0.02201
131	0	0	0	0	0	0
84103	0	0	0	0	0	0
93587	9.375	7.772	11	9.103	8.9	8.462
4547	0.04624	0	0	0	0.01595	0.01454
285556	0	0	0.004946	0.006177	0	0
27071	0.8155	0.9829	0.5079	0.6919	0.4877	0.4274
8649	18.44	13.61	14.05	12.32	14.68	13.11
79982	17.95	11.77	21.31	13.74	15.96	12.45
3015	1919	1599	1731	1513	1577	1632
256880	0.3802	0.661	0.7535	1.075	1.312	0.2391
107986232	0	0	0.04562	0	0	0
115265	0	0	0	0	0	0
101929353	0	0	0	0	0	0
107399301	0	0	0	0	0	0
51705	0	0	0	0	0	0
105377345	0	0	0	0	0.06275	0
100874275	0	0	0	0	0	0
107986233	0	0	0	0	0.04663	0
5530	5.37	5.818	5.39	4.948	4.816	4.463
102465868	0	0	0	0	0	0
100302193	0	0.5826	0.4744	0.5924	0	0.5269
90024	1.274	2.159	4.529	4.221	5.602	2.853
107986297	0	0	0	0	0	0
55024	0	0.01812	0	0	0	0
64116	36.4	31.18	42.22	42.07	41.69	39.5
105377621	1.236	2.063	0.8397	0.437	0.6823	0.5441
4790	29.9	41.64	51.37	66.58	61.87	65.51
105377347	0.5726	0.4778	0.9309	1.458	1.439	1.188
4126	2.632	3.404	2.138	1.87	2.198	1.709
102723704	49.66	43.5	51.11	55.16	55.78	48.35
7323	166.9	151.9	184.6	172.9	183.5	166.7
105377348	2.793	2.97	2.053	2.108	2.669	1.824
493856	19.67	14.61	17.46	14.57	16.14	15.16
150159	8.578	6.837	7.628	7.953	7.454	8.295
133308	4.632	4.78	3.644	4.031	3.89	3.693
56898	24.38	17.94	22.61	18.22	19.5	18.75
1062	4.788	3.831	5.056	5.023	4.06	4.523
101929448	0	0.1579	0	0.1605	0	0.2856
6870	0.03533	0	0.01	0.01249	0.01219	0
105377349	0	0	0	0	0	0
105377350	0	0	0	0	0	0
80319	0.3359	0.1356	1.721	0.7584	1.525	0.8483
101929468	0.02127	0	0.1084	0.06766	0.1541	0.08024
105377351	0	0	0	0	0	0
54790	3.651	2.755	4.763	3.38	4.649	2.925
104384744	0	0.08732	0.2133	0	0.08664	0.1579
27068	94.28	82.48	89.71	72.86	83.99	77.62
105377352	0	0	0	0	0	0
54848	0.1341	0.1224	0.185	0.1333	0.09541	0.07115
100874374	0	0	0	0	0	0
57117	24.05	18.84	24.95	20.08	23.35	19.43
79807	18.27	18.64	15.38	16.31	17.6	16.14
107986190	0.05527	0.09609	0	0.01954	0.01907	0.01738
101929529	0.1803	0.5643	0.4595	0	0.1866	0.1701
255743	0.01336	0.01394	0.0454	0.01417	0	0
101929577	0.0179	0.01867	0.09121	0.05696	0.09264	0.1013
93627	4.437	4.214	4.172	3.689	4.364	3.431
9255	27.55	19.77	31.84	21.95	24.84	20.13
100507096	0	0	0	0	0	0
105377355	0	0	0	0	0	0
105377356	0	0	0	0	0	0
27123	0	0	0	0.01832	0.01788	0.01629
102725220	0	0	0	0	0	0
105377358	0	0	0	0	0	0
105377357	0	0	0	0	0	0
9061	80.92	81.22	70.05	71.91	79.89	72.97
166929	0.07012	0.04876	0.07279	0.1157	0.1129	0.0588
101929595	0.3145	0.4217	0.4006	0.3812	0.3487	0.4238
107986298	0.4322	0.2442	0.3517	0.2674	0.5219	0.3907
113612	6.021	5.844	8.548	7.733	8.738	8.631
107986299	0.518	1.389	1.32	1.177	0.919	0.8376
3033	123.8	118.8	114.1	101.4	114	105.1
51176	364.2	410.8	370.1	377.6	439.3	377.5
641518	44.42	52.33	36.54	43.27	48.96	40.55
107986300	0.2583	0.5389	0.5119	0.548	0.2228	0.6905
285456	1.238	1.518	0.7814	0.9404	0.8138	1.042
101929621	0.3231	0.3371	0.1829	0.1142	0.1115	0
6164	813	678.2	824.4	662.4	657.5	686.2
58505	248.6	188.6	236.8	193.4	209.4	192.1
105377359	0.6089	0.4513	0.6804	0.7478	0.8624	0.5895
107986234	0	0.1058	0.1724	0.1076	0.2101	0
64850	0	0	0.01959	0	0.02388	0.02176
84570	0.01402	0.0195	0.01985	0.01983	0.01935	0.008818
645078	0	0	0	0	0	0
100533182	5.342	5.71	4.817	4.127	5.12	3.609
10427	20.84	20.09	22.21	19.36	24.28	18.51
693161	0.6441	0	0	0	0	0
55013	67.16	58.89	57.93	57.1	56.61	56.4
107986302	0.1981	0.2526	0.1683	0.1634	0.1139	0.27
839	35.31	35.74	27.13	26.06	26.19	24.01
81579	15.15	13.71	13.79	11.2	11.69	9.937
3426	0.02351	0	0	0	0.02433	0
54433	108.8	114.2	154.4	139.6	138.5	148.7
10692	0.5912	0.798	0.886	0.8114	1.296	0.6889
345193	0.4381	0.8293	1.075	0.7228	0.8565	0.7959
1950	0.009181	0.009576	0.007797	0.01947	0	0.01732
79071	1.597	1.531	1.215	1.371	1.337	1.158
107986303	1.762	2.138	1.288	1.434	1.06	1.392
105377362	0.03042	0	0	0.03226	0	0.02869
2028	0.4048	0.1727	0.2422	0.1366	0.2476	0.1389
110231149	0	0	0	0	0	0
105377363	0	0	0	0	0	0
5308	3.654	4.217	3.885	4.137	3.634	4.193
100126354	0	0	0	0	0	0
105377364	0	0	0	0	0	0
105377365	0	0	0	0	0	0
105377366	0	0	0	0	0	0
105377367	0	0	0	0	0	0
105377369	0	0	0	0	0	0
105377370	0	0	0	0	0	0
132720	1.649	1.511	1.836	1.378	1.655	1.225
55435	15.98	13.33	13.02	11.7	12.7	10.49
92610	18	17.62	11.65	10.37	11.13	10.33
80216	1.059	1.25	0.8497	0.8391	0.9031	0.9329
107986304	0	0	0	0	0	0
63973	0.11	0.08606	0.1635	0.2042	0.08539	0.1038
105377372	0.103	0.2148	0.3498	0.1092	0.1066	0.09713
55345	7.988	6.664	8.417	7.425	7.499	6.282
51574	8.442	6.381	12.6	9.426	7.816	7.87
109864269	8.222	6.465	13.21	9.659	7.2	9.068
442912	0.9282	0	0.7883	0	2.882	0.8756
442896	0.9282	0	0	0.9844	1.921	0.8756
